SIFT_pred	LRT_pred	MutationTaster_pred	FATHMM_pred	clinvar_clnsig
D	N	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
T	U	D	D	Uncertain_significance
T	N	D	D	Uncertain_significance
T	N	N	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
T	N	N	D	Uncertain_significance
D	U	D	D	Uncertain_significance
D	D	D	D	Benign/Likely_benign
T	D	D	D	Uncertain_significance
T	D	D	D	Uncertain_significance
D	D	D	D	Conflicting_interpretations_of_pathogenicity
T	D	D	D	Benign/Likely_benign
D	D	D	D	Uncertain_significance
D	D	N	D	Conflicting_interpretations_of_pathogenicity
T	U	D	D	Uncertain_significance
T	U	D	D	Uncertain_significance
T	D	N	D	Uncertain_significance
D	D	D	D	Conflicting_interpretations_of_pathogenicity
D	D	D	D	Conflicting_interpretations_of_pathogenicity
T	N	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
.	D	A	.	Pathogenic/Likely_pathogenic
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
T	N	N	D	Likely_benign
T	N	N	D	Uncertain_significance
T	N	D	D	Uncertain_significance
T	N	D	D	Benign/Likely_benign
T	N	N	D	Benign/Likely_benign
D	D	D	D	Uncertain_significance
D	N	D	D	Uncertain_significance
T	.	N	D	Uncertain_significance
T	D	D	T	Uncertain_significance
T	D	D	T	Benign/Likely_benign
T	D	D	T	Uncertain_significance
D	N	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
.	D	A	.	Uncertain_significance
D	D	D	T	Uncertain_significance
D	N	D	T	Uncertain_significance
D	U	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Likely_benign
D	N	D	T	Uncertain_significance
T	N	N	T	Uncertain_significance
T	D	D	T	Likely_benign
T	N	P	T	Benign
T	N	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
.	N	A	.	Likely_pathogenic
D	D	D	T	Uncertain_significance
.	D	A	.	Pathogenic
T	N	D	T	Uncertain_significance
T	N	D	T	Uncertain_significance
D	D	D	T	Conflicting_interpretations_of_pathogenicity
.	.	D	.	Pathogenic
T	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
.	D	A	.	Pathogenic
T	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Likely_benign
T	N	N	T	Uncertain_significance
D	N	D	.	Uncertain_significance
.	N	D	.	Pathogenic/Likely_pathogenic
.	N	D	.	Uncertain_significance
.	N	D	.	Pathogenic/Likely_pathogenic
.	N	D	.	Conflicting_interpretations_of_pathogenicity
.	N	D	.	Conflicting_interpretations_of_pathogenicity
.	N	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
D	N	N	D	Uncertain_significance
.	N	D	.	Conflicting_interpretations_of_pathogenicity
.	N	D	.	Uncertain_significance
.	N	D	.	Conflicting_interpretations_of_pathogenicity
.	N	D	.	Uncertain_significance
.	N	A	.	Conflicting_interpretations_of_pathogenicity
.	N	D	.	Uncertain_significance
.	.	D	.	Pathogenic
.	.	D	.	Conflicting_interpretations_of_pathogenicity
.	.	D	.	Likely_pathogenic
.	.	D	.	Likely_pathogenic
.	.	D	.	Pathogenic
D	D	D	D	Pathogenic
.	D	D	.	Likely_pathogenic
.	D	D	.	Uncertain_significance
.	D	A	.	Pathogenic
.	D	N	.	Likely_pathogenic
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Likely_pathogenic
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	D	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Likely_pathogenic
.	D	D	.	Conflicting_interpretations_of_pathogenicity
T	N	P	D	Benign/Likely_benign
D	N	D	D	Conflicting_interpretations_of_pathogenicity
T	N	D	T	Uncertain_significance
.	D	D	.	Uncertain_significance
.	N	D	.	Conflicting_interpretations_of_pathogenicity
D	N	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Likely_pathogenic
.	N	D	.	Uncertain_significance
.	D	D	.	Conflicting_interpretations_of_pathogenicity
.	N	N	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	.	D	.	Likely_pathogenic
.	N	D	.	Uncertain_significance
D	D	D	D	Uncertain_significance
.	D	D	.	Conflicting_interpretations_of_pathogenicity
.	D	D	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
D	D	D	D	Uncertain_significance
.	N	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Likely_pathogenic
D	D	A	D	Pathogenic
D	D	D	D	Uncertain_significance
D	D	D	D	Conflicting_interpretations_of_pathogenicity
D	D	D	D	Conflicting_interpretations_of_pathogenicity
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	N	D	D	Uncertain_significance
.	N	D	.	Uncertain_significance
.	.	D	.	Likely_pathogenic
.	.	N	.	Uncertain_significance
.	.	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
D	D	D	.	Uncertain_significance
D	D	D	.	Likely_benign
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Pathogenic/Likely_pathogenic
.	D	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Pathogenic/Likely_pathogenic
D	D	D	D	Pathogenic
D	D	D	D	Uncertain_significance
D	D	D	D	Likely_pathogenic
D	D	D	D	Likely_pathogenic
.	D	D	.	Uncertain_significance
.	D	D	.	Likely_pathogenic
D	D	D	D	Conflicting_interpretations_of_pathogenicity
.	D	A	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	D	Uncertain_significance
.	D	A	.	Uncertain_significance
.	.	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
.	N	N	.	Uncertain_significance
.	D	D	.	Likely_pathogenic
.	D	D	.	Uncertain_significance
D	D	D	D	Uncertain_significance
T	D	D	D	Uncertain_significance
D	D	D	D	Conflicting_interpretations_of_pathogenicity
.	D	D	.	Pathogenic
.	D	A	.	Pathogenic
D	D	D	D	Conflicting_interpretations_of_pathogenicity
D	D	D	D	Conflicting_interpretations_of_pathogenicity
D	D	D	D	Likely_pathogenic
.	D	D	.	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Likely_pathogenic
D	D	D	D	Conflicting_interpretations_of_pathogenicity
D	D	D	D	Pathogenic
D	D	A	D	Pathogenic/Likely_pathogenic
D	D	D	D	Likely_pathogenic
.	D	D	.	Pathogenic/Likely_pathogenic
D	D	D	D	Likely_pathogenic
.	N	N	.	Uncertain_significance
D	D	D	D	Likely_pathogenic
.	D	D	.	Uncertain_significance
.	D	D	.	Pathogenic/Likely_pathogenic
.	D	D	.	Uncertain_significance
.	D	D	.	Likely_pathogenic
.	D	A	.	Pathogenic
D	D	D	.	Uncertain_significance
.	D	A	.	Pathogenic
D	D	D	D	Likely_pathogenic
D	D	N	D	Conflicting_interpretations_of_pathogenicity
D	D	N	D	Uncertain_significance
T	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Likely_pathogenic
D	D	D	D	Pathogenic
T	N	D	D	Uncertain_significance
D	D	D	D	Conflicting_interpretations_of_pathogenicity
D	D	D	D	Pathogenic/Likely_pathogenic
D	D	D	D	Pathogenic/Likely_pathogenic
D	D	D	D	Uncertain_significance
D	D	D	D	Pathogenic
D	D	A	D	Pathogenic/Likely_pathogenic
D	D	D	D	Pathogenic
D	D	D	D	Uncertain_significance
.	N	D	D	Likely_pathogenic
D	D	D	D	Conflicting_interpretations_of_pathogenicity
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Conflicting_interpretations_of_pathogenicity
T	D	D	D	Uncertain_significance
D	D	D	D	Pathogenic
D	D	D	D	Pathogenic/Likely_pathogenic
D	D	D	D	Pathogenic
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	A	D	Pathogenic
D	D	D	D	Uncertain_significance
D	D	D	D	Likely_pathogenic
D	N	D	D	Uncertain_significance
.	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
T	N	N	D	Likely_benign
T	N	N	D	Uncertain_significance
D	.	A	D	Uncertain_significance
.	N	A	.	Uncertain_significance
T	U	N	D	Uncertain_significance
T	N	N	D	Conflicting_interpretations_of_pathogenicity
T	N	N	D	Uncertain_significance
D	N	N	D	Uncertain_significance
.	N	D	.	Uncertain_significance
D	N	D	D	Uncertain_significance
.	.	D	.	Likely_benign
.	.	N	.	Uncertain_significance
.	.	N	.	Uncertain_significance
T	N	N	D	Uncertain_significance
D	D	D	D	Uncertain_significance
T	N	N	D	Uncertain_significance
T	N	N	D	Uncertain_significance
D	D	D	D	Likely_pathogenic
D	.	D	T	Likely_pathogenic
D	.	D	T	Uncertain_significance
D	.	N	T	Likely_benign
D	.	N	T	Uncertain_significance
T	.	N	T	Uncertain_significance
D	.	N	T	Likely_benign
T	.	N	T	Likely_benign
.	N	A	.	Pathogenic
D	N	D	T	Uncertain_significance
.	D	D	.	Pathogenic
D	N	D	T	Pathogenic
D	D	D	T	Pathogenic
D	D	D	T	Uncertain_significance
.	N	N	.	not_provided
.	D	A	.	Pathogenic
.	D	A	.	Uncertain_significance
.	.	D	.	not_provided
.	N	N	.	Pathogenic
.	D	A	.	Uncertain_significance
.	D	A	.	Uncertain_significance
.	.	D	.	Uncertain_significance
T	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
D	N	N	T	Benign
T	N	P	T	Benign/Likely_benign
D	N	N	T	Uncertain_significance
T	N	N	T	Uncertain_significance
T	N	D	T	Uncertain_significance
.	N	D	.	not_provided
D	D	D	T	Uncertain_significance
D	N	N	T	Uncertain_significance
.	D	A	.	Uncertain_significance
D	D	D	D	Benign
D	N	D	T	Uncertain_significance
D	N	D	T	Uncertain_significance
D	N	D	T	Benign
T	N	N	T	Uncertain_significance
D	N	D	T	Uncertain_significance
D	D	D	D	Uncertain_significance
T	N	D	T	Uncertain_significance
D	N	D	T	Uncertain_significance
D	N	D	T	Uncertain_significance
D	D	P	T	Conflicting_interpretations_of_pathogenicity,_Affects
T	N	A	T	Affects
D	N	D	T	Uncertain_significance
T	N	N	T	Benign
T	N	D	T	Uncertain_significance
D	N	N	T	Uncertain_significance
T	N	N	T	Uncertain_significance
T	N	N	T	Uncertain_significance
D	D	N	T	Uncertain_significance
T	N	N	D	Uncertain_significance
D	D	D	D	Uncertain_significance
T	D	D	.	Pathogenic
D	D	D	D	Pathogenic
.	D	A	.	Pathogenic
.	N	N	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	N	A	.	Pathogenic
.	N	N	.	Benign
.	D	D	.	Pathogenic
.	N	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	A	.	Pathogenic
.	D	A	.	Pathogenic
.	D	D	.	Likely_pathogenic
D	N	A	T	Pathogenic
D	N	N	T	Likely_pathogenic
T	N	N	T	Likely_benign
.	N	D	.	Pathogenic
.	N	N	.	Benign
.	N	N	.	Uncertain_significance
D	N	D	T	Pathogenic
T	D	D	T	Uncertain_significance
T	N	N	T	Uncertain_significance
D	N	N	T	Uncertain_significance
T	N	D	T	Uncertain_significance
.	N	D	.	Benign
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	N	D	.	Conflicting_interpretations_of_pathogenicity
.	N	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	N	A	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	N	D	.	Benign
.	D	D	.	Likely_pathogenic
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	.	D	.	Likely_pathogenic
.	N	D	.	Uncertain_significance
.	N	N	.	Benign
.	N	D	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	D	D	.	Benign
.	N	D	.	Benign
.	D	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	D	D	.	Likely_benign
.	D	D	.	Uncertain_significance
.	U	D	.	Uncertain_significance
.	U	D	.	Uncertain_significance
.	U	D	.	Uncertain_significance
.	U	D	.	Uncertain_significance
.	U	D	.	Uncertain_significance
.	U	D	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	U	N	.	Uncertain_significance
D	D	D	T	Uncertain_significance
T	N	P	T	Benign
D	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
.	.	D	.	Uncertain_significance
T	N	D	T	Uncertain_significance
T	D	D	D	Pathogenic
D	N	D	T	Uncertain_significance
.	N	A	.	Pathogenic
.	D	A	.	Uncertain_significance
D	N	P	D	Benign
T	N	P	D	Benign
T	.	.	T	Uncertain_significance
.	D	.	.	Likely_pathogenic
T	N	N	T	Uncertain_significance
T	N	N	T	Uncertain_significance
T	N	N	T	Benign
T	N	P	T	Uncertain_significance
T	N	P	T	Benign
T	N	N	T	Affects
.	D	A	.	Affects
.	N	A	.	Affects
.	.	D	.	Pathogenic
T	N	N	T	Pathogenic
D	D	N	D	Pathogenic
T	.	N	T	Uncertain_significance
T	.	N	T	Uncertain_significance
T	.	D	T	Uncertain_significance
.	.	A	.	Uncertain_significance
D	.	D	T	Uncertain_significance
T	.	N	T	Conflicting_interpretations_of_pathogenicity
T	.	N	T	Uncertain_significance
D	.	D	T	Uncertain_significance
T	.	N	T	Likely_benign
D	.	D	T	Uncertain_significance
D	.	D	T	Uncertain_significance
.	.	A	.	Uncertain_significance
D	.	N	T	Uncertain_significance
D	.	N	T	Uncertain_significance
D	.	D	T	Uncertain_significance
.	.	D	.	Pathogenic
D	.	N	T	Uncertain_significance
D	.	N	T	Uncertain_significance
.	.	N	.	Uncertain_significance
.	.	D	.	Benign
.	.	N	.	Benign
T	.	N	T	Benign
D	.	D	T	Conflicting_interpretations_of_pathogenicity
T	.	P	T	Benign
D	.	D	D	Uncertain_significance
T	.	N	T	Uncertain_significance
T	.	P	T	Benign
T	.	N	T	Likely_benign
T	.	P	T	Benign
D	.	N	T	Uncertain_significance
.	.	A	.	Pathogenic
.	.	A	.	Conflicting_interpretations_of_pathogenicity
D	.	D	T	Uncertain_significance
T	.	N	T	Likely_benign
T	.	N	T	Likely_benign
T	.	N	T	Uncertain_significance
D	.	D	D	Uncertain_significance
D	.	N	T	Uncertain_significance
T	.	N	T	Uncertain_significance
T	.	N	T	Uncertain_significance
D	.	D	D	Uncertain_significance
T	.	N	T	Uncertain_significance
T	.	N	T	Uncertain_significance
D	.	N	T	Uncertain_significance
T	.	P	T	Benign
D	.	N	T	Uncertain_significance
.	.	A	.	Uncertain_significance
D	.	N	T	Uncertain_significance
D	D	D	D	risk_factor
T	N	N	T	Uncertain_significance
.	N	A	.	risk_factor
.	.	D	.	Likely_pathogenic
D	N	N	T	Uncertain_significance
D	N	N	T	Uncertain_significance
D	D	D	T	Likely_pathogenic
.	N	A	.	Likely_pathogenic
D	N	N	T	risk_factor
T	.	N	T	Uncertain_significance
T	.	N	T	Uncertain_significance
D	N	N	T	Uncertain_significance
T	N	N	T	Likely_benign
D	.	D	T	Likely_pathogenic
T	N	N	T	Uncertain_significance
T	.	N	T	Uncertain_significance
D	D	D	T	Likely_pathogenic
T	N	N	T	Uncertain_significance
D	N	N	T	Uncertain_significance
.	D	D	.	Pathogenic
T	N	N	T	Uncertain_significance
.	.	D	.	Pathogenic
.	U	D	.	Pathogenic
T	U	N	T	Uncertain_significance
T	U	N	T	Uncertain_significance
.	.	D	.	Uncertain_significance
D	D	D	T	Uncertain_significance
T	N	N	T	Uncertain_significance
D	N	N	T	Uncertain_significance
D	N	N	T	Uncertain_significance
.	N	A	.	Likely_pathogenic
T	N	N	T	Uncertain_significance
.	.	D	.	Likely_pathogenic
.	N	A	.	Likely_pathogenic
D	N	N	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	N	D	T	Uncertain_significance
D	N	N	T	Uncertain_significance
T	N	N	T	Uncertain_significance
T	N	N	T	Uncertain_significance
.	N	A	.	Pathogenic
D	N	N	T	Uncertain_significance
D	D	N	T	Uncertain_significance
.	N	A	.	Pathogenic
D	D	P	T	Benign
T	N	D	T	Likely_benign
.	.	D	.	Likely_pathogenic
T	N	N	T	Uncertain_significance
T	N	N	T	Uncertain_significance
.	.	D	.	Likely_pathogenic
T	D	P	T	Benign
D	N	N	T	Likely_benign
D	D	N	T	Uncertain_significance
D	N	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
T	N	N	T	Uncertain_significance
.	.	D	.	Likely_pathogenic
T	D	N	T	Uncertain_significance
.	N	A	.	Likely_pathogenic
T	N	P	T	Benign
T	N	N	T	Uncertain_significance
.	N	A	.	Pathogenic/Likely_pathogenic
.	.	D	.	Likely_pathogenic
.	N	A	.	Pathogenic
T	D	N	T	Uncertain_significance
.	N	A	.	Pathogenic
D	N	N	T	Uncertain_significance
D	N	N	T	Uncertain_significance
.	D	A	.	Pathogenic/Likely_pathogenic
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	N	T	Uncertain_significance
.	.	D	.	Likely_pathogenic
D	D	D	T	Uncertain_significance
T	N	P	T	Benign
T	N	N	T	Uncertain_significance
T	N	N	T	Uncertain_significance
.	.	D	.	Likely_pathogenic
D	D	D	T	Uncertain_significance
T	N	P	T	Likely_benign
.	.	D	.	Likely_pathogenic
.	.	D	.	Likely_pathogenic
T	N	N	T	Uncertain_significance
D	D	D	T	Benign
T	D	D	T	Uncertain_significance
D	D	D	T	Likely_pathogenic
.	N	A	.	Pathogenic
D	D	D	T	Uncertain_significance
T	N	N	T	Uncertain_significance
.	D	A	.	Likely_pathogenic
.	N	A	.	Pathogenic
D	N	N	T	Uncertain_significance
T	N	N	T	Uncertain_significance
T	N	N	T	Uncertain_significance
D	D	D	D	Uncertain_significance
.	.	D	.	Likely_pathogenic
D	D	D	T	Uncertain_significance
.	D	A	.	Likely_pathogenic
D	D	D	D	Uncertain_significance
.	.	D	.	Likely_pathogenic
D	D	D	T	Uncertain_significance
.	N	A	.	Pathogenic
D	N	D	T	Uncertain_significance
D	D	D	D	Uncertain_significance
.	.	D	.	Pathogenic
.	.	D	.	Pathogenic/Likely_pathogenic
T	N	A	T	Pathogenic
D	N	N	T	Pathogenic
T	N	N	T	Uncertain_significance
T	N	D	T	Uncertain_significance
.	.	D	.	Likely_pathogenic
.	.	D	.	Pathogenic
.	.	D	.	Likely_pathogenic
D	D	D	T	Uncertain_significance
D	N	N	T	Uncertain_significance
T	N	P	T	Benign
.	N	A	.	Likely_pathogenic
.	N	A	.	Pathogenic
T	N	N	T	Uncertain_significance
.	N	A	.	Pathogenic
D	D	D	D	Uncertain_significance
D	N	D	T	Uncertain_significance
.	.	D	.	Likely_pathogenic
.	.	D	.	Likely_pathogenic
.	.	D	.	Likely_pathogenic
D	N	D	T	Likely_benign
.	.	D	.	Likely_pathogenic
D	D	D	T	Uncertain_significance
.	D	A	.	Pathogenic
.	.	D	.	Likely_pathogenic
D	D	D	T	Uncertain_significance
.	N	A	.	Pathogenic
D	D	D	T	Uncertain_significance
.	.	D	.	Likely_pathogenic
D	N	D	D	Pathogenic
T	N	D	D	Uncertain_significance
D	D	D	D	Pathogenic
.	D	D	.	Likely_pathogenic
D	D	D	D	Pathogenic
D	D	D	D	Uncertain_significance
.	D	D	.	Pathogenic
D	D	D	D	Conflicting_interpretations_of_pathogenicity
T	D	D	D	Pathogenic
D	D	A	D	Pathogenic
D	D	A	D	Pathogenic
.	D	A	.	Pathogenic
D	D	D	D	Uncertain_significance
T	D	D	D	Benign
.	D	A	.	Pathogenic
.	.	D	.	Likely_pathogenic
D	D	D	D	Uncertain_significance
D	D	A	D	Pathogenic
T	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
T	D	D	D	Uncertain_significance
.	D	A	.	Pathogenic
T	D	P	D	Benign
D	N	D	D	Pathogenic
.	.	D	.	Pathogenic
T	U	D	D	Likely_pathogenic
T	U	D	D	Benign
T	N	D	D	Uncertain_significance
T	U	D	D	Uncertain_significance
.	N	A	.	Pathogenic
T	N	D	D	Uncertain_significance
D	N	D	D	Uncertain_significance
T	.	D	D	Benign
T	N	D	D	Benign
.	N	A	.	Pathogenic
T	N	D	D	Benign
D	D	D	D	Benign
.	N	A	.	Pathogenic
T	D	D	D	Uncertain_significance
.	D	A	.	Pathogenic
T	D	D	D	Uncertain_significance
.	D	A	.	Pathogenic
D	D	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Pathogenic
D	D	A	D	Pathogenic
D	D	A	D	Pathogenic
D	D	D	D	Uncertain_significance
D	D	D	D	Likely_pathogenic
D	N	D	D	Pathogenic
D	D	D	D	Likely_pathogenic
.	D	A	.	Pathogenic
.	D	A	.	Pathogenic
D	D	A	D	Pathogenic
D	N	D	D	Likely_pathogenic
D	D	D	D	Pathogenic
D	D	D	D	Likely_pathogenic
D	D	D	D	Likely_pathogenic
D	D	D	D	Uncertain_significance
T	D	D	D	Pathogenic
D	D	D	D	Likely_pathogenic
D	D	D	D	Pathogenic/Likely_pathogenic
D	D	A	D	Pathogenic/Likely_pathogenic
D	N	A	D	Pathogenic
.	.	D	.	Likely_pathogenic
.	.	D	.	Likely_pathogenic
D	N	N	T	Uncertain_significance
T	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Likely_benign
D	D	D	T	Pathogenic
D	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
D	N	D	T	Likely_pathogenic
.	D	D	.	Likely_pathogenic
.	D	D	.	Pathogenic
.	D	D	.	Pathogenic
.	D	D	.	Uncertain_significance
.	D	D	.	Pathogenic/Likely_pathogenic
.	D	D	.	Pathogenic
.	D	D	.	Pathogenic
.	D	D	.	Pathogenic
.	D	D	.	Likely_pathogenic
.	D	D	.	Pathogenic
.	D	D	.	Pathogenic
.	D	D	.	Pathogenic
.	D	D	.	Likely_pathogenic
.	D	D	.	Pathogenic
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Pathogenic
.	D	D	.	Likely_pathogenic
D	N	D	T	Benign/Likely_benign
D	D	D	T	Uncertain_significance
T	N	N	T	Uncertain_significance
T	D	D	T	Uncertain_significance
.	.	D	.	Pathogenic
D	D	D	T	Uncertain_significance
T	N	D	T	Uncertain_significance
T	N	N	T	Uncertain_significance
D	N	N	T	Uncertain_significance
.	D	A	.	Pathogenic
D	D	D	T	Benign
.	D	A	.	Pathogenic
T	N	D	T	Uncertain_significance
.	D	A	.	Pathogenic
D	D	D	T	Uncertain_significance
T	.	N	T	Likely_benign
D	.	N	T	Likely_benign
D	N	D	D	Likely_pathogenic
D	N	D	D	Likely_pathogenic
D	N	N	D	Uncertain_significance
T	D	N	D	Uncertain_significance
T	N	P	D	Benign
D	D	D	T	Pathogenic
D	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	D	Pathogenic
D	N	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	D	Pathogenic
D	D	D	T	Uncertain_significance
D	D	D	T	Likely_pathogenic
D	D	D	T	Uncertain_significance
T	N	N	D	Uncertain_significance
T	D	D	T	Likely_pathogenic
T	N	N	T	Uncertain_significance
T	N	N	T	Benign
T	N	N	T	Uncertain_significance
D	D	D	T	Uncertain_significance
T	N	D	T	Uncertain_significance
T	N	D	T	Uncertain_significance
T	N	N	T	Uncertain_significance
.	.	D	.	Pathogenic
D	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
D	D	D	T	Pathogenic
.	N	D	.	Uncertain_significance
T	N	N	D	Uncertain_significance
T	N	N	T	Uncertain_significance
D	N	P	D	Benign
T	N	N	D	Uncertain_significance
.	N	D	.	Likely_pathogenic
.	D	D	.	Uncertain_significance
.	.	A	.	Uncertain_significance
.	.	D	.	Pathogenic
D	N	D	T	Uncertain_significance
D	N	D	T	Uncertain_significance
D	N	D	T	Uncertain_significance
.	.	D	.	Uncertain_significance
.	N	A	.	Pathogenic
T	N	N	T	Uncertain_significance
D	N	N	T	Uncertain_significance
D	N	N	T	Uncertain_significance
T	N	N	T	Uncertain_significance
D	N	N	T	Uncertain_significance
.	N	A	.	Pathogenic
T	N	N	T	Uncertain_significance
T	N	N	T	Benign
D	N	N	T	Uncertain_significance
.	N	A	.	Likely_pathogenic
T	N	N	T	Uncertain_significance
T	N	N	T	Uncertain_significance
.	.	D	.	Uncertain_significance
T	N	N	T	Uncertain_significance
T	N	N	T	Uncertain_significance
T	N	D	T	Uncertain_significance
T	N	N	T	Likely_benign
.	N	A	.	Pathogenic
T	N	N	T	Uncertain_significance
D	N	N	T	Uncertain_significance
.	.	A	.	Uncertain_significance
.	N	A	.	Pathogenic
D	N	D	T	Uncertain_significance
.	.	D	.	Pathogenic
D	U	N	T	Uncertain_significance
T	N	N	T	Conflicting_interpretations_of_pathogenicity
.	U	D	.	Uncertain_significance
T	U	D	T	Benign
T	U	D	T	Uncertain_significance
.	.	D	.	Likely_pathogenic
T	U	N	T	Likely_benign
T	N	N	T	Uncertain_significance
T	U	N	T	Likely_benign
D	U	D	T	Conflicting_interpretations_of_pathogenicity
D	U	D	T	Benign
D	N	D	T	Benign
.	U	A	.	Likely_pathogenic
T	U	N	T	Benign
T	U	D	T	Likely_benign
T	U	D	T	Uncertain_significance
D	U	N	T	Uncertain_significance
T	U	N	T	.
T	N	N	T	Uncertain_significance
D	D	D	T	Uncertain_significance
T	N	N	T	Uncertain_significance
T	N	N	T	Benign/Likely_benign
T	N	N	T	Benign
.	.	D	.	Likely_pathogenic
D	U	N	T	Uncertain_significance
D	U	D	T	Likely_pathogenic
D	U	D	T	Uncertain_significance
D	U	N	T	Uncertain_significance
.	.	D	.	Likely_pathogenic
T	N	N	T	Benign
D	U	D	T	Uncertain_significance
.	U	A	.	Pathogenic
D	U	D	T	Uncertain_significance
T	N	N	T	Uncertain_significance
.	U	A	.	Pathogenic
.	.	D	.	not_provided
.	.	D	.	Likely_pathogenic
D	N	N	T	Conflicting_interpretations_of_pathogenicity
.	N	A	.	Pathogenic
T	N	N	T	Benign
T	N	N	T	Likely_benign
